media_file,annotator,start,end,label
35mb,bau,196901,198679,B+P;FG;2
35mb,bau,199499,200367,B;FG;1
35mb,bau,202613,202782,B;FG;1
35mb,bau,202613,202782,B;FG;1
35mb,bau,203640,204220,B;FG;2
35mb,bau,205938,206740,P;0;0
35mb,bau,208112,209377,P;V+HM;3
35mb,bau,21810,24525,B;V+FG+HM;3
35mb,bau,25518,26000,B;FG;3
35mb,bau,26751,27146,B;FG;2
35mb,bau,31510,31840,_;FG+HM;1
35mb,bau,32572,33651,B;FG+V;3
35mb,bau,32572,33651,B;FG+V;3
35mb,bau,35230,35410,B;FG+HM;3
35mb,bau,35780,35920,B;0;HM
35mb,bau,36410,37778,P;FG;2
35mb,bau,36410,37778,P;FG;2
35mb,bau,3670,3790,B;FG+HM;1
35mb,bau,36410,37778,P;FG;2
35mb,bau,38130,38520,B;V+FG+HM;3
35mb,bau,44960,45683,ISR;FG;2
35mb,bau,44960,45683,ISR;FG;2
35mb,bau,46047,46766,ISR;FG+HM;3
35mb,bau,48458,48846,P;FG;2
35mb,bau,48458,48846,P;FG;2
35mb,bau,50596,50853,B;FG;2
35mb,bau,50596,50853,B;FG;2
35mb,bau,51628,52841,ISR;FG+HM;3
35mb,bau,54280,54679,P;FG;1
35mb,bau,54968,55561,B;FG;2
35mb,bau,54968,55561,B;FG;2
35mb,bau,56008,56937,B;FG;2
35mb,bau,57173,58869,B;V+HM+FG;3
35mb,bau,61937,63834,B;FG;2
35mb,bau,65130,65630,_;FG;1
35mb,bau,65652,65952,P;FG;1
35mb,bau,66180,66550,_;FG+HM;1
35mb,bau,66590,67240,B;FG+HM;2
35mb,bau,71063,71304,ISR;0;0
35mb,bau,71970,72320,B;FG;1
35mb,bau,73561,74972,B;HM+FG;3
35mb,bau,75351,76252,P;FG+HM;3
35mb,bau,76800,77180,B;FG+HM;3
35mb,bau,77688,78917,ISR;HM+FG;3
35mb,bau,79400,79980,B;FR+HM;3
35mb,bau,79983,80454,ISR;FG+HM;2
35mb,bau,79983,80454,ISR;FG+HM;2
35mb,bau,82786,83778,B;FG;2
35mb,bau,84774,85960,B;FG;2
35mb,bau,8810,9460,_;FG;1
35mb,bau,90185,90775,SR;V;1
35mb,bau,93245,93344,B;FG;1
35mb,bau,93861,94272,B;HM+FG;2
35mb,bau,95537,95814,B;FG;1
35mb,bau,96600,96624,B;0;0
35mb,bau,96600,96624,B;0;0
35mb,bau,98312,99770,B;HM+FG;3
35mb,bau,98312,99770,B;HM+FG;3
35mb,bau,100012,100245,P;FG;1
39f,bau,100300,100870,_;V;1
39f,bau,10060,10360,_;V;0
39f,bau,101556,103226,SR+P;FG;1
39f,bau,101556,103226,SR+P;FG;1
39f,bau,103979,104825,SR;FG;1
39f,bau,105319,105572,_;0;0
39f,bau,106067,107484,SR;0;0
39f,bau,10780,12280,MUR;0;1
39f,bau,107960,108100,_;V;1
39f,bau,108118,108948,SR;0;0
39f,bau,108118,108948,SR;0;0
39f,bau,10780,12280,MUR;0;1
39f,bau,109561,110113,SR;0;0
39f,bau,109561,110113,SR;0;0
39f,bau,110216,110345,_;0;0
39f,bau,110216,110345,_;0;0
39f,bau,110927,111206,_0;0
39f,bau,111829,112669,ISR;FG;1
39f,bau,113546,113742,_;V;0
39f,bau,115585,115895,B;0;1
39f,bau,115994,116134,_;V;0
39f,bau,115994,116134,_;V;0
39f,bau,117587,117737,_;V;0
39f,bau,119061,119324,_;V;0
39f,bau,120876,121015,_;V;0
39f,bau,121190,121829,SR;0;0
39f,bau,12290,12520,ISR;0;0
39f,bau,125763,126082,_;V;0
39f,bau,12630,12840,_;V;0
39f,bau,128969,130067,SR;0;0
39f,bau,128969,130067,SR;0;0
39f,bau,130633,131690,_;V;0
39f,bau,130633,131690,_;V;0
39f,bau,130633,131690,_;V;0
39f,bau,130633,131690,_;V;0
39f,bau,131706,134247,SR;FG+V;1
39f,bau,131706,134247,SR;FG+V;1
39f,bau,13690,15750,_;V;0
39f,bau,135587,137025,ISR;0;0
39f,bau,135587,137025,ISR;0;0
39f,bau,135587,137025,ISR;0;0
39f,bau,13690,15750,_;V;0
39f,bau,135587,137025,ISR;0;0
39f,bau,135587,137025,ISR;0;0
39f,bau,137675,137835,_;V;1
39f,bau,137881,139484,ISR;V;1
39f,bau,140062,140649,ISR;0;0
39f,bau,140062,140649,ISR;0;0
39f,bau,140239,142039,SR+MUR;HM;1
39f,bau,143231,143350,_;0;0
39f,bau,143231,143350,_;0;0
39f,bau,143231,143350,_;0;0
39f,bau,143412,144175,P;0;0
39f,bau,146475,146725,SR;0;1
39f,bau,147350,147479,_;0;0
39f,bau,148504,149303,ISR;FG;1
39f,bau,151087,151906,SR;HM;1
39f,bau,154036,154185,_;V;0
39f,bau,154036,154185,_;V;0
39f,bau,154216,155170,ISR;FG;1
39f,bau,154216,155170,ISR;FG;1
39f,bau,156897,157093,_;V;0
39f,bau,156897,157093,_;V;0
39f,bau,156897,157093,_;V;0
39f,bau,156897,157093,_;V;0
39f,bau,13690,15750,_;V;0
39f,bau,157190,157845,SR;FG;1
39f,bau,157190,157845,SR;FG;1
39f,bau,160628,160768,_;V;0
39f,bau,162850,163066,_;V;0
39f,bau,165820,165990,_;V;0
39f,bau,166773,167479,_;V;0
39f,bau,168211,168391,_;V;0
39f,bau,168211,168391,_;V;0
39f,bau,16830,17000,_;V;0
39f,bau,168397,169144,SR;FG;1
39f,bau,168397,169144,SR;FG;1
39f,bau,16830,17000,_;V;0
39f,bau,170556,170680,_;V;0
39f,bau,170556,170680,_;V;0
39f,bau,170721,172695,SR;FG;1
39f,bau,170721,172695,SR;FG;1
39f,bau,17490,17670,_;V;0
39f,bau,174082,174283,_;V;0
39f,bau,174463,174943,SR;0;0
39f,bau,17490,17670,_;V;0
39f,bau,175582,175783,_;V;0
39f,bau,175582,175783,_;V;0
39f,bau,176814,176989,_;V;0
39f,bau,177092,177566,SR;0;0
39f,bau,180231,180355,_;V;0
39f,bau,180231,180355,_;V;0
39f,bau,180231,180355,_;V;0
39f,bau,180520,181989,SR;0;0
39f,bau,18221,18824,ISR;FG;1
39f,bau,182912,184098,_;V;0
39f,bau,182912,184098,_;V;0
39f,bau,182912,184098,_;V;0
39f,bau,185613,185809,_;V;0
39f,bau,185855,186541,SR;FG;1
39f,bau,188891,189097,_;V;0
39f,bau,188891,189097,_;V;0
39f,bau,189505,189722,_;V;0
39f,bau,190917,191102,_;V;0
39f,bau,191700,193272,_;V;0
39f,bau,191700,193272,_;V;0
39f,bau,191700,193272,_;V;0
39f,bau,191700,193272,_;V;0
39f,bau,191700,193272,_;V;0
39f,bau,19525,20365,_;V;0
39f,bau,194638,195520,P;V+FG;1
39f,bau,194638,195520,P;V+FG;1
39f,bau,19525,20365,_;V;0
39f,bau,194638,195520,P;V+FG;1
39f,bau,195562,195665,_;V;0
39f,bau,195897,196938,SR;FG;1
39f,bau,198257,198355,_;V;0
39f,bau,199025,199432,_;V;0
39f,bau,201515,201675,_;V;0
39f,bau,21026,21227,_;V;0
39f,bau,204407,204551,_;V_0
39f,bau,205164,205355,_;V_0
39f,bau,206623,208829,_;V;0
39f,bau,206623,208829,_;V;0
39f,bau,206623,208829,_;V;0
39f,bau,206623,208829,_;V;0
39f,bau,209130,209460,B;0;0
39f,bau,210030,210237,_;V;0
39f,bau,21026,21227,_;V;0
39f,bau,210397,211020,ISR;0;0
39f,bau,212270,212810,B;0;0
39f,bau,21231,21675,P;FG+HM;1
39f,bau,213561,214917,SR;FG;1
39f,bau,215505,215655,_;V;1
39f,bau,216721,217448,_;V;0
39f,bau,216721,217448,_;V;0
39f,bau,216721,217448,_;V;0
39f,bau,218191,218325,_;V;0
39f,bau,218191,218325,_;V;0
39f,bau,219128,219288,_;V;0
39f,bau,219432,220360,ISR;0;0
39f,bau,221108,221736,SR;0;0
39f,bau,22613,22866,_;V;0
39f,bau,24247,25293,ISR;0;0
39f,bau,2440,3950,SR;FG+HM;1
39f,bau,25778,25907,_;V;0
39f,bau,25778,25907,_;V;0
39f,bau,26009,27107,SR;0;0
39f,bau,28705,29788,ISR;0;0
39f,bau,31299,31469,_;0;0
39f,bau,31299,31469,_;0;0
39f,bau,31665,32165,ISR;FG;1
39f,bau,31665,32165,ISR;FG;1
39f,bau,33470,33780,SR;V;1
39f,bau,33470,33780,SR;V;1
39f,bau,35325,36335,ISR;0;0
39f,bau,37598,38727,B;HM;1
39f,bau,39335,39453,_:V:0
39f,bau,40561,41303,B;0;0
39f,bau,4100,5360,SR;0;0
39f,bau,41711,41788,_;V;0
39f,bau,43423,43624,_;V;0
39f,bau,44628,45422,B;FG;1
39f,bau,45721,45938,_;V;0
39f,bau,48417,48520,_;V;0
39f,bau,48417,48520,_;V;0
39f,bau,50510,50780,_;V;0
39f,bau,51960,52680,_;V;0
39f,bau,54324,54510,_;V;0
39f,bau,54324,54510,_;V;0
39f,bau,54324,54510,_;V;0
39f,bau,54536,55505,SR;FG;1
39f,bau,54536,55505,SR;FG;1
39f,bau,56870,58046,_;V;0
39f,bau,56870,58046,_;V;0
39f,bau,56870,58046,_;V;0
39f,bau,56870,58046,_;V;0
39f,bau,58051,58468,SR;0;0
39f,bau,58051,58468,SR;0;0
39f,bau,58912,59839,SR;FG;1
39f,bau,5990,6190,_;V;0
39f,bau,5990,6190,_;V;0
39f,bau,61453,62793,ISR;FG;1
39f,bau,7460,7960,P;FG;1
39f,bau,67489,68159,_;V;0
39f,bau,68809,69263,_;V;0
39f,bau,69880,71030,MUR;0;1
39f,bau,72180,73293,SR+B;0;0
39f,bau,74432,75128,_;FG;1
39f,bau,7460,7960,P;FG;1
39f,bau,75845,76247,_;V;0
39f,bau,76289,76897,ISR;FG;1
39f,bau,78190,78654,_;V;0
39f,bau,79423,80655,_;V;0
39f,bau,79423,80655,_;V;0
39f,bau,79423,80655,_;V;0
39f,bau,8110,8310,_;V;0
39f,bau,81200,81460,_;V;1
39f,bau,81489,81623,_;0;0
39f,bau,81489,81623,_;0;0
39f,bau,81737,82536,SR;FG;1
39f,bau,8110,8310,_;V;0
39f,bau,83082,83530,P;0;0
39f,bau,83082,83530,P;0;0
39f,bau,8450,8820,SR;0;0
39f,bau,83670,84309,ISR;0;0
39f,bau,84464,84603,_;0;0
39f,bau,85097,86071,ISR;0;0
39f,bau,87943,88448,SR;0;0
39f,bau,90118,90912,SR;0;0
39f,bau,91881,92098,_;0;0
39f,bau,91881,92098,_;0;0
39f,bau,92262,93499,SR;FG;1
39f,bau,92262,93499,SR;FG;1
39f,bau,94897,95855,ISR;0;0
39f,bau,94897,95855,ISR;0;0
39f,bau,94897,95855,ISR;0;0
39f,bau,94897,95855,ISR;0;0
39f,bau,94897,95855,ISR;0;0
39f,bau,10060,10360,_;V;0
39f,bau,96309,97334,ISR;0;0
39f,bau,98691,98902,_;0;0
39f,bau,98691,98902,_;0;0
39f,bau,10060,10360,_;V;0
39f,bau,98691,98902,_;0;0
39f,bau,98999,99716,SR;0;0
39f,bau,98999,99716,SR;0;0
41f,bau,101830,102120,_;FG;1
41f,bau,102486,115683,ISR;FG;2
41f,bau,11170,11490,_;FG;1
41f,bau,117340,118090,B;0;1
41f,bau,120118,125552,SR;FG;2
41f,bau,127480,127700,P;0;1
41f,bau,128870,129600,_;FG;1
41f,bau,131390,131840,_;V+FG;1
41f,bau,132973,133815,B;FG;1
41f,bau,13310,13820,_;FG;1
41f,bau,134525,138223,SR;FG;1
41f,bau,140160,140880,_;FG;1
41f,bau,143060,143690,_;FG;1
41f,bau,147050,147610,_;FG;1
41f,bau,148200,148440,_;FG;1
41f,bau,151170,151990,_;FG;1
41f,bau,152040,152330,_;FG;1
41f,bau,153530,154130,_;FG;1
41f,bau,154763,158921,B;FG;1
41f,bau,15520,15810,_;FG;1
41f,bau,159700,160190,_;FG+HM;1
41f,bau,16590,17520,P;0;0
41f,bau,163420,166170,SR;FG;1
41f,bau,168690,168980,P;0;0
41f,bau,169630,170040,B;FG;1
41f,bau,173640,173960,_;FG;1
41f,bau,177591,178604,P;0;0
41f,bau,179610,180460,_;FG;1
41f,bau,180980,181230,_;FG;1
41f,bau,182010,184240,B;FG+HM;2
41f,bau,184740,185110,P;0;1
41f,bau,185740,186320,_;FG+HM;1
41f,bau,186921,187342,P;0;0
41f,bau,189710,190130,_;FG;1
41f,bau,19090,19210,_;FG;1
41f,bau,192360,192980,B;FG;1
41f,bau,194724,195645,P;V;1
41f,bau,194724,195645,P;V;1
41f,bau,198868,199250,P;0;0
41f,bau,200850,201290,_;FG;1
41f,bau,20370,20840,B;0;0
41f,bau,204140,204420,_;FG;1
41f,bau,206579,207565,P;0;0
41f,bau,209110,209460,B;FG+HM;1
41f,bau,210171,213855,B;0;0
41f,bau,214510,214770,_;FG+ME;1
41f,bau,215600,215760,_;FG;1
41f,bau,216200,216520,_;FG;1
41f,bau,218630,218890,_;FG;1
41f,bau,220360,220590,_;FG;1
41f,bau,221650,221890,_;FG;1
41f,bau,22280,22710,_;FG;1
41f,bau,223160,224100,_;FG+HM;1
41f,bau,225039,225591,P;FG;1
41f,bau,226789,227539,P;0;0
41f,bau,23980,24460,P;0;0
41f,bau,25330,26120,"ISR;FG,1"
41f,bau,27880,28190,_;FG;1
41f,bau,29485,29905,_;FG;1
41f,bau,33850,34270,P;0;0
41f,bau,35030,35400,_;FG+HM;1
41f,bau,36730,37140,_;FG;1
41f,bau,36730,37140,_;FG;1
41f,bau,37650,38110,_;FG+HM;1
41f,bau,40150,40510,_;FG+HM;1
41f,bau,40690,41000,_;FG;1
41f,bau,42850,43300,P;0;0
41f,bau,47340,47630,_;FG;1
41f,bau,50070,50580,B;FG;1
41f,bau,5380,5690,P;FG;1
41f,bau,54410,54940,P;FG;1
41f,bau,57150,57510,_;FG;1
41f,bau,58980,59250,_;FG;1
41f,bau,60170,60380,_;FG;1
41f,bau,62170,67660,BISR;FGV;2
41f,bau,68600,75720,BISR;FG;1
41f,bau,6910,7310,_;FG;1
41f,bau,68600,75720,BISR;FG;1
41f,bau,77340,78330,B;FG;2
41f,bau,81120,81500,_;FG;1
41f,bau,82610,82690,B;FG;1
41f,bau,82610,82690,B;FG;1
41f,bau,8650,9300,P;0;0
41f,bau,83880,84340,_;FG;1
41f,bau,85310,86000,P;0;0
41f,bau,87105,87375,P;FG;2
41f,bau,87460,87610,P;0;0
41f,bau,88760,89100,P;FG;1
41f,bau,88760,89100,P;FG;1
41f,bau,94230,94600,_;FG;1
41f,bau,98280,98710,_;FG;1
41f,bau,100160,100620,_;FG;1
42m,bau,100290,102070,SR;0;0
42m,bau,100290,102070,SR;0;0
42m,bau,102280,102380,B;0;0
42m,bau,103900,104070,B;0;0
42m,bau,105550,106970,SR;V;0
42m,bau,107590,107980,B;0;0
42m,bau,108770,109000,B;FG;1
42m,bau,110320,111330,B;FG;1
42m,bau,112490,114590,B;0;0
42m,bau,11340,12460,P+B;FG;1
42m,bau,115270,115550,B;FG+HM;2
42m,bau,116660,117510,P+B;0;0
42m,bau,119010,120130,B;V;1
42m,bau,123020,123420,B;0;0
42m,bau,124260,125450,P+B;0;0
42m,bau,124260,125450,P+B;0;0
42m,bau,126690,126870,B;0;1
42m,bau,126910,127200,B;0;0
42m,bau,126910,127200,B;0;0
42m,bau,128310,128460,B;V;1
42m,bau,128830,129080,SR;0;0
42m,bau,130990,131220,B;FG;1
42m,bau,132250,132480,B;0;0
42m,bau,133820,134150,B;0;1
42m,bau,135850,136120,B;0;0
42m,bau,136570,137000,B;0;0
42m,bau,13880,14100,ISR;0;0
42m,bau,13880,14100,ISR;0;0
42m,bau,139540,139900,B;0;1
42m,bau,141780,141990,B;0;0
42m,bau,142810,143600,ISR;FG;1
42m,bau,144370,145500,P;0;0
42m,bau,146710,147050,SR;0;0
42m,bau,148010,148190,B;HM;1
42m,bau,149120,149710,SR;FG;1
42m,bau,149120,149710,SR;FG;1
42m,bau,149730,150090,_;FG;1
42m,bau,14975,15075,B;0;1
42m,bau,15080,15240,B;0;0
42m,bau,15080,15240,B;0;0
42m,bau,153000,153530,P;0;0
42m,bau,154390,154710,P;HM;1
42m,bau,15710,16260,B;0;0
42m,bau,154870,154940,B;0;0
42m,bau,155650,157240,ISR+B;0;0
42m,bau,15710,16260,B;0;0
42m,bau,160580,160840,P;0;0
42m,bau,161380,162030,B;FG;1
42m,bau,16450,17050,B;0;0
42m,bau,165980,166470,B;0;0
42m,bau,169570,169790,P;0;0
42m,bau,170340,171570,P+ISR;0;0
42m,bau,173230,173650,B;FG;1
42m,bau,175090,175270,B;0;1
42m,bau,17590,17630,B;0;0
42m,bau,17590,17630,B;0;0
42m,bau,178050,179110,SR;FG;1
42m,bau,178050,179110,SR;FG;1
42m,bau,179390,179660,B;0;0
42m,bau,180910,181080,B;0;1
42m,bau,180910,181080,B;0;1
42m,bau,18180,18390,B;0;0
42m,bau,182000,182640,B;0;0
42m,bau,185550,186040,P+B;0;0
42m,bau,187270,187950,P;0;0
42m,bau,188510,188820,B;0;0
42m,bau,19360,20040,ISR;0;0
42m,bau,190640,190900,B;FG;1
42m,bau,192250,192890,P;0;0
42m,bau,193330,193720,P;0;0
42m,bau,194560,196310,P+ISR+B;0;0
42m,bau,196880,197270,B;V;0
42m,bau,19360,20040,ISR;0;0
42m,bau,22420,22860,B;0;0
42m,bau,23910,24270,B;0;0
42m,bau,26190,26230,B;FG;1
42m,bau,26280,26450,B;0;0
42m,bau,26280,26450,B;0;0
42m,bau,27390,28710,P+B;FG;1
42m,bau,32760,33620,P+ISR;FG;1
42m,bau,35180,35610,P;0;0
42m,bau,37370,38400,B;0;0
42m,bau,39400,43630,P+ISR;FG;1
42m,bau,44770,46070,B;FG;1
42m,bau,44770,46070,B;FG;1
42m,bau,44770,46070,B;FG;1
42m,bau,46150,46740,SR;0;0
42m,bau,46150,46740,SR;0;0
42m,bau,46150,46740,SR;0;0
42m,bau,47860,48500,P;FG;1
42m,bau,4980,5320,B;FG;1
42m,bau,50330,50970,B;FG;1
42m,bau,51720,51940,B;FG+HM;1
42m,bau,52420,53000,B;0;0
42m,bau,55710,56260,B;FG;1
42m,bau,56950,57330,P;0;0
42m,bau,56950,57330,P;0;0
42m,bau,56950,57330,P;0;0
42m,bau,57380,57640,B;0;0
42m,bau,58410,59040,B;V;0
42m,bau,60440,60750,P;0;0
42m,bau,61730,62030,ISR;0;0
42m,bau,61730,62030,ISR;0;0
42m,bau,6250,7180,P+B;FG;1
42m,bau,65500,65610,B;0;0
42m,bau,66260,66880,B;0;0
42m,bau,66260,66880,B;0;0
42m,bau,68550,69090,SR;FG;1
42m,bau,72870,72970,B;0;0
42m,bau,73270,73340,B;0;0
42m,bau,74130,74600,P+B;FG;1
42m,bau,75230,75410,ISR;0;0
42m,bau,75710,76240,P;0;0
42m,bau,76480,77160,SR;0;0
42m,bau,77730,78040,B;FG;1
42m,bau,80720,82570,B;V;1
42m,bau,85970,86760,B;FG;1
42m,bau,88280,88430,B;FG;1
42m,bau,88280,88430,B;FG;1
42m,bau,91280,91690,ISR;0;0
42m,bau,94170,94710,P+B;0;0
42m,bau,96320,97680,MUR+ISR;FG;1
42m,bau,98590,98970,P;0;0
46ma,bau,23910,24620,SR;0;0
46ma,bau,25450,26550,_;HM;1
46ma,bau,35160,35500,P;0;0
46ma,bau,38040,38900,_;HM;1
46ma,bau,39030,39390,_;HM;1
46ma,bau,48450,48930,_;HM;1
46ma,bau,50250,50620,_;HM;1
46ma,bau,51180,51470,_;HM;1
46ma,bau,51970,52270,_;HM;1
46ma,bau,57540,58010,_;HM;1
46ma,bau,59330,59600,_;HM;1
46ma,bau,68880,69740,_;HM;1
46ma,bau,71010,71620,_;FG;1
46ma,bau,71930,72580,_;HM;1
46ma,bau,72730,73140,_;FG+HM;1
46ma,bau,81410,81790,_;HM;1
46ma,bau,81930,82350,_;FG;1
503,bau,10920,11360,P;0;1
503,bau,14330,14590,B;FG;1
503,bau,15370,16070,_;V+FG;1
503,bau,1670,2020,B;0;0
503,bau,18380,18780,SR;0;1
503,bau,20710,20990,B;FG;1
503,bau,23220,23560,B;FG;1
503,bau,26160,26420,_;FG;1
503,bau,26770,27150,B;FG;0
503,bau,30,650,_;V;1
503,bau,30990,31540,_;FG;1
503,bau,34700,35800,B;FG;1
503,bau,37980,39440,_;FG+HM;1
503,bau,40080,40240,B;FG;3
503,bau,42590,43100,B;FG;2
503,bau,4320,4670,B;FG;1
503,bau,48550,49080,B;FG;2
503,bau,50440,50910,B;FG;1
503,bau,5140,6140,B;FG;1
503,bau,51500,51760,_;FG;1
503,bau,52090,52750,_;V+FG;2
503,bau,53420,53490,_;FG;1
503,bau,55330,55960,B;FG;2
503,bau,56530,56900,B;FG;1
503,bau,60382,60589,B;FG;1
503,bau,62900,63190,B;FG;0
503,bau,8500,8870,_;FG;1
507,bau,14960,15140,B;0;0
507,bau,18480,18910,B;0;1
507,bau,18480,18910,B;0;1
507,bau,19600,20320,P;FG;1
507,bau,24976,25398,B;0;0
507,bau,29538,29918,P;0;0
507,bau,29538,29918,P;0;0
507,bau,35260,35740,B;0;1
507,bau,35840,36170,SR;HM;1
507,bau,58790,59420,_;V++FG+HM;1
507,bau,62540,63100,_;V+FG;1
508,bau,2630,3040,_;V;1
508,bau,38530,38970,ISR;0;0
509,bau,11990,12460,_;HM;1
509,bau,14740,15090,_;FG+HM;1
509,bau,15410,15840,_;FG+HM;1
509,bau,16650,16980,SR;0;0
509,bau,16650,16980,SR;0;0
509,bau,440,840,ISR;0;0
509,bau,18120,18470,SR;0;0
509,bau,18120,18470,SR;0;0
509,bau,19310,19820,_;HM;1
509,bau,20220,20530,_;HM;1
509,bau,21120,21460,_;HM;1
509,bau,26790,27240,_;FG+HM;1
509,bau,28690,28980,SR;0;0
509,bau,32440,32920,_;HM;1
509,bau,41320,41930,MUR;HM;1
509,bau,45230,45570,_;HM;1
509,bau,6400,6790,_;FG+HM;1
509,bau,8140,8610,SR;0;0
509,bau,8140,8610,SR;0;0
509,bau,8140,8610,SR;0;0
50fa,bau,10760,11170,_;HM;1
50fa,bau,12210,12740,_;FG+HM;1
50fa,bau,13240,13450,SR;FG;1
50fa,bau,16190,16660,_;FG+HM;1
50fa,bau,1920,2320,_;FG+HM;1
50fa,bau,24700,25180,_;FG;1
50fa,bau,25960,26490,_;FG+HM;1
50fa,bau,27600,27910,_;HM;1
50fa,bau,28430,29310,SR;FG;1
50fa,bau,2860,4220,P;FG;1
50fa,bau,33880,34150,SR;FG;1
50fa,bau,39980,43250,ISR;FG;2
50fa,bau,44400,46630,ISR;FG;2
50fa,bau,48330,48650,B;0;2
50fa,bau,49510,50100,_;FG+HM;1
50fa,bau,50780,51160,_;FG+HM;1
50fa,bau,52480,53810,SR;VFG;2
50fa,bau,55420,55780,_;FG+HM;1
50fa,bau,56060,56540,_;FG+HM;1
50fa,bau,58630,59190,_;FG+HM;1
50fa,bau,66970,67530,_;FG;1
50fa,bau,70070,70510,_;FG;1
50fa,bau,75730,75920,ISR;0;0
50fa,bau,78120,78720,_;FG+HM;1
50fa,bau,79560,79920,_;FG;1
50fa,bau,82300,82880,_;FG+HM;1
50fa,bau,83340,83610,_;FG+HM;1
50fa,bau,84330,84760,_;FG+HM;1
50fa,bau,85560,86020,_;FG+HM;1
50fa,bau,86570,86970,_;FG+HM;1
50fa,bau,9250,9610,P;0;0
50fa,bau,9250,9610,P;0;0
50fa,bau,93730,94110,_;FG+HM;1
50fa,bau,95720,98400,ISR;FG;2
50fa,bau,9250,9610,P;0;0
50fa,bau,9630,9890,ISR;FG;1
50fa,bau,99921,100011,SR;0;0
50fa,bau,99921,100011,SR;0;0
50fb,bau,10096,10738,P;0;0
50fb,bau,108234,108607,SR;0;0
50fb,bau,110568,111196,P;0;0
50fb,bau,110568,111196,P;0;0
50fb,bau,113010,113330,P;0;1
50fb,bau,113450,118078,_;V;1
50fb,bau,113450,118078,_;V;1
50fb,bau,12176,19803,_;FGV;1
50fb,bau,113450,118078,_;V;1
50fb,bau,119509,123607,_;V;1
50fb,bau,1230,8490,_;V+FG;2
50fb,bau,125510,125863,ISR;0;0
50fb,bau,128490,128680,_;V+FG;2
50fb,bau,133313,135725,_;FG;1
50fb,bau,136097,136607,P;0;0
50fb,bau,140137,140961,_;FG;1
50fb,bau,140990,141600,_;FG;1
50fb,bau,144058,145235,_;FG;1
50fb,bau,146360,147450,_;HM+ME;1
50fb,bau,148050,150940,_;V+FG+HM+EM;2
50fb,bau,153800,154230,_;FG;2
50fb,bau,155607,157921,_;V;1
50fb,bau,161840,162040,_;FG;2
50fb,bau,165830,166010,_;FG;2
50fb,bau,166080,166500,_;FG;1
50fb,bau,167055,167505,_;V+FG;2
50fb,bau,170300,170770,_;V+FG;1
50fb,bau,173180,175000,_;V+FG;2
50fb,bau,179065,179375,_;FG;2
50fb,bau,182870,185240,_;V+FG;2
50fb,bau,186930,187210,_;FG;2
50fb,bau,187590,187960,_;FG;1
50fb,bau,189999,191176,_;FG;1
50fb,bau,193176,193842,P;V;1
50fb,bau,193176,193842,P;V;1
50fb,bau,193176,193842,P;V;1
50fb,bau,193176,193842,P;V;1
50fb,bau,193670,194050,B;FG;1
50fb,bau,195300,195760,_;V+FG;2
50fb,bau,196126,196580,P;V;1
50fb,bau,196126,196580,P;V;1
50fb,bau,196060,197150,P;FG;1
50fb,bau,200197,201232,_;V;1
50fb,bau,200197,201232,_;V;1
50fb,bau,201630,202310,_;V+FG;2
50fb,bau,204300,204840,_;FG;1
50fb,bau,20730,20930,_;FG;2
50fb,bau,209260,209897,P;V;1
50fb,bau,209260,209897,P;V;1
50fb,bau,211540,212070,_;V+FG;1
50fb,bau,212670,212920,_;FG;1
50fb,bau,215000,216310,_;V+FG;2
50fb,bau,216500,216980,_;FG;1
50fb,bau,218730,219630,_;V+FG;2
50fb,bau,22240,22860,B;FG;1
50fb,bau,230570,232090,_;FG;2
50fb,bau,25960,26310,_;FG;2
50fb,bau,28352,41588,_;V;1
50fb,bau,42352,48470,SR;V;2
50fb,bau,42352,48470,SR;V;2
50fb,bau,42352,48470,SR;V;2
50fb,bau,48020,55550,_;FG;2
50fb,bau,55580,56080,P;FG;0
50fb,bau,56110,57180,_;V+FG;2
50fb,bau,58270,58800,_;FG;1
50fb,bau,60097,61431,_;FG;1
50fb,bau,66215,69293,_;FG;1
50fb,bau,69890,71330,MUR;0;1
50fb,bau,72190,72390,P;0;1
50fb,bau,73587,75803,_;V;1
50fb,bau,76390,77750,_;V+FG;2
50fb,bau,82450,82830,_;FG;2
50fb,bau,83921,85215,_;V;1
50fb,bau,86750,86930,_;FG;2
50fb,bau,88600,89780,_;V+FG;2
50fb,bau,89920,90550,_;FG;1
50fb,bau,90650,91470,MUR;0;1
50fb,bau,91960,92568,P;0;0
50fb,bau,92627,93098,ISR;0;0
50fb,bau,9267,9597,P;0;0
50fb,bau,93686,94412,P;0;0
50fb,bau,93686,94412,P;0;0
50fb,bau,96705,106372,_;0;0
54f,bau,13820,15840,B;FG;1
54f,bau,24000,24680,ISR;0;0
54f,bau,3090,3670,SR;FG;1
54f,bau,31239,31669,P;0;0
54f,bau,38025,38302,P;0;0
54f,bau,40624,41105,ISR;0;0
54f,bau,45835,46307,P;0;0
54f,bau,46753,47453,B;FG;1
54f,bau,4690,6710,B;V;0
54f,bau,50820,51820,MUR;0;1
54f,bau,53820,54640,MUR;0;1
54f,bau,56876,57201,P;0;0
54f,bau,56876,57201,P;0;0
54f,bau,66930,67310,P;0;0
54f,bau,6950,8230,B;0;0
54f,bau,75520,76730,MUR;HM;1
57m,bau,15570,16080,_;HM;1
57m,bau,19610,19830,P;0;0
57m,bau,20640,21530,MUR;0;1
57m,bau,29685,29973,B;V;1
57m,bau,29685,29973,B;V;1
