media_file,task,split,annotator,item,start,end,SR,ISR,MUR,P,B,V,FG,HM,ME,T
29ma,interview,train,mas,"29ma-(361560, 361990)",361560.0,361990.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(361560, 361990)",361560.0,361990.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A1,"29ma-(378985, 379306)",378985.0,379306.0,0,0,0,1,0,1,1,0,0,1
29ma,interview,train,bau,"29ma-(378985, 379306)",378985.0,379306.0,0,0,0,1,0,1,1,0,0,1
29ma,interview,train,mas,"29ma-(378985, 379306)",378985.0,379306.0,0,0,0,1,0,1,1,0,0,1
29ma,interview,train,sad,"29ma-(378985, 379306)",378985.0,379306.0,0,0,0,1,0,1,1,0,0,1
29ma,interview,train,A1,"29ma-(379882, 379959)",379882.0,379959.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,bau,"29ma-(379882, 379959)",379882.0,379959.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,mas,"29ma-(379882, 379959)",379882.0,379959.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,sad,"29ma-(379882, 379959)",379882.0,379959.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,A1,"29ma-(396527, 396774)",396527.0,396774.0,0,0,0,1,0,0,1,0,0,1
29ma,interview,train,bau,"29ma-(396527, 396774)",396527.0,396774.0,0,0,0,1,0,0,1,0,0,1
29ma,interview,train,mas,"29ma-(396527, 396774)",396527.0,396774.0,0,0,0,1,0,0,1,0,0,1
29ma,interview,train,sad,"29ma-(396527, 396774)",396527.0,396774.0,0,0,0,1,0,0,1,0,0,1
29ma,interview,train,A2,"29ma-(417550, 418120)",417550.0,418120.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(417550, 418120)",417550.0,418120.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(417550, 418120)",417550.0,418120.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(417550, 418120)",417550.0,418120.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A1,"29ma-(426490, 426815)",426490.0,426815.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,bau,"29ma-(426490, 426815)",426490.0,426815.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,mas,"29ma-(426490, 426815)",426490.0,426815.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,sad,"29ma-(426490, 426815)",426490.0,426815.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,A3,"29ma-(428830, 431230)",428830.0,431230.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,mas,"29ma-(428830, 431230)",428830.0,431230.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,sad,"29ma-(428830, 431230)",428830.0,431230.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,A2,"29ma-(428830, 431230)",428910.0,430250.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,A1,"29ma-(428830, 431230)",429033.0,430210.0,0,0,0,0,1,1,0,0,0,1
29ma,interview,train,bau,"29ma-(428830, 431230)",429033.0,430210.0,0,0,0,0,1,1,0,0,0,1
29ma,interview,train,A1,"29ma-(428830, 431230)",430838.0,431088.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,A2,"29ma-(450930, 451360)",450930.0,451360.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(450930, 451360)",450930.0,451360.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(450930, 451360)",450930.0,451360.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(450930, 451360)",450930.0,451360.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(453780, 454320)",453780.0,454320.0,0,0,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(453780, 454320)",453780.0,454320.0,0,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(453780, 454320)",453780.0,454320.0,0,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(453780, 454320)",453780.0,454320.0,0,0,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(456680, 457220)",456680.0,457220.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,bau,"29ma-(456680, 457220)",456680.0,457220.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,mas,"29ma-(456680, 457220)",456680.0,457220.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,sad,"29ma-(456680, 457220)",456680.0,457220.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,A2,"29ma-(472840, 473095)",472840.0,473020.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,A1,"29ma-(472840, 473095)",472925.0,473095.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,bau,"29ma-(472840, 473095)",472925.0,473095.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,mas,"29ma-(472840, 473095)",472925.0,473095.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,sad,"29ma-(472840, 473095)",472925.0,473095.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,A2,"29ma-(479310, 479620)",479310.0,479620.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,bau,"29ma-(479310, 479620)",479310.0,479620.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,mas,"29ma-(479310, 479620)",479310.0,479620.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,sad,"29ma-(479310, 479620)",479310.0,479620.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,A2,"29ma-(493000, 493540)",493000.0,493540.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(493000, 493540)",493000.0,493540.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(493000, 493540)",493000.0,493540.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(493000, 493540)",493000.0,493540.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(582720, 584350)",582720.0,584350.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(582720, 584350)",582720.0,584350.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(582720, 584350)",582720.0,584350.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(582720, 584350)",582720.0,584350.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(599140, 599700)",599140.0,599700.0,1,0,0,0,0,1,0,0,0,0
29ma,interview,train,bau,"29ma-(599140, 599700)",599140.0,599700.0,1,0,0,0,0,1,0,0,0,0
29ma,interview,train,mas,"29ma-(599140, 599700)",599140.0,599700.0,1,0,0,0,0,1,0,0,0,0
29ma,interview,train,sad,"29ma-(599140, 599700)",599140.0,599700.0,1,0,0,0,0,1,0,0,0,0
29ma,interview,train,A1,"29ma-(612564, 613066)",612564.0,613066.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,bau,"29ma-(612564, 613066)",612564.0,613066.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,mas,"29ma-(612564, 613066)",612564.0,613066.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,sad,"29ma-(612564, 613066)",612564.0,613066.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,A2,"29ma-(629690, 630240)",629690.0,630240.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(629690, 630240)",629690.0,630240.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(629690, 630240)",629690.0,630240.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(629690, 630240)",629690.0,630240.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(631100, 632110)",631100.0,631830.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A1,"29ma-(631100, 632110)",631184.0,631919.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(631100, 632110)",631184.0,631919.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A3,"29ma-(631100, 632110)",631300.0,632110.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(631100, 632110)",631300.0,632110.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(631100, 632110)",631300.0,632110.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(684000, 684900)",684000.0,684900.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A1,"29ma-(684000, 684900)",684512.0,684771.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(684000, 684900)",684512.0,684771.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(684000, 684900)",684512.0,684771.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(684000, 684900)",684512.0,684771.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(692420, 692690)",692420.0,692690.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(692420, 692690)",692420.0,692690.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(692420, 692690)",692420.0,692690.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(692420, 692690)",692420.0,692690.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A3,"29ma-(699580, 700230)",699580.0,700230.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(699580, 700230)",699580.0,700230.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(699580, 700230)",699580.0,700230.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A1,"29ma-(699580, 700230)",699704.0,699889.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(699580, 700230)",699704.0,699889.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(699580, 700230)",699710.0,699970.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(712690, 713070)",712690.0,713070.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(712690, 713070)",712690.0,713070.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(712690, 713070)",712690.0,713070.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(712690, 713070)",712690.0,713070.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,A3,"29ma-(727060, 729550)",727060.0,729550.0,0,0,0,1,0,1,0,0,0,1
29ma,interview,train,A2,"29ma-(727060, 729550)",727280.0,729450.0,0,0,0,1,1,0,1,0,0,1
29ma,interview,train,A1,"29ma-(727060, 729550)",727339.0,729221.0,0,0,0,0,1,1,1,0,0,2
29ma,interview,train,bau,"29ma-(727060, 729550)",727339.0,729221.0,0,0,0,0,1,1,1,0,0,2
29ma,interview,train,mas,"29ma-(727060, 729550)",727339.0,729221.0,0,0,0,0,1,1,1,0,0,2
29ma,interview,train,sad,"29ma-(727060, 729550)",727339.0,729221.0,0,0,0,0,1,1,1,0,0,2
29ma,interview,train,A1,"29ma-(733011, 733402)",733011.0,733402.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,bau,"29ma-(733011, 733402)",733011.0,733402.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,mas,"29ma-(733011, 733402)",733011.0,733402.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,sad,"29ma-(733011, 733402)",733011.0,733402.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,A2,"29ma-(758750, 759220)",758750.0,759220.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(758750, 759220)",758750.0,759220.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(758750, 759220)",758750.0,759220.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(758750, 759220)",758750.0,759220.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A1,"29ma-(760815, 761118)",760815.0,761118.0,0,0,0,0,1,1,0,0,0,0
29ma,interview,train,bau,"29ma-(760815, 761118)",760815.0,761118.0,0,0,0,0,1,1,0,0,0,0
29ma,interview,train,mas,"29ma-(760815, 761118)",760815.0,761118.0,0,0,0,0,1,1,0,0,0,0
29ma,interview,train,sad,"29ma-(760815, 761118)",760815.0,761118.0,0,0,0,0,1,1,0,0,0,0
29ma,interview,train,A2,"29ma-(774010, 774370)",774010.0,774370.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(774010, 774370)",774010.0,774370.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(774010, 774370)",774010.0,774370.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(774010, 774370)",774010.0,774370.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(794160, 794420)",794160.0,794420.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(794160, 794420)",794160.0,794420.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(794160, 794420)",794160.0,794420.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(794160, 794420)",794160.0,794420.0,1,0,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(796340, 796700)",796340.0,796700.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,bau,"29ma-(796340, 796700)",796340.0,796700.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,mas,"29ma-(796340, 796700)",796340.0,796700.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,sad,"29ma-(796340, 796700)",796340.0,796700.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,A2,"29ma-(798360, 798950)",798360.0,798950.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(798360, 798950)",798360.0,798950.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(798360, 798950)",798360.0,798950.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(798360, 798950)",798360.0,798950.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(801300, 801820)",801300.0,801820.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(801300, 801820)",801300.0,801820.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(801300, 801820)",801300.0,801820.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(801300, 801820)",801300.0,801820.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(810560, 811170)",810560.0,811170.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(810560, 811170)",810560.0,811170.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(810560, 811170)",810560.0,811170.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(810560, 811170)",810560.0,811170.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(813920, 814580)",813920.0,814580.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(813920, 814580)",813920.0,814580.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(813920, 814580)",813920.0,814580.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(813920, 814580)",813920.0,814580.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A3,"29ma-(867880, 868440)",867880.0,868440.0,0,0,0,0,1,0,0,0,0,0
29ma,interview,train,A1,"29ma-(867880, 868440)",868026.0,868232.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,bau,"29ma-(867880, 868440)",868026.0,868232.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,mas,"29ma-(867880, 868440)",868026.0,868232.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,sad,"29ma-(867880, 868440)",868026.0,868232.0,0,0,0,0,1,0,1,0,0,1
29ma,interview,train,A2,"29ma-(895190, 895770)",895190.0,895770.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(895190, 895770)",895190.0,895770.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(895190, 895770)",895190.0,895770.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(895190, 895770)",895190.0,895770.0,0,0,1,0,0,0,0,0,0,0
29ma,interview,train,A3,"29ma-(895780, 896630)",895780.0,896630.0,0,0,0,1,0,0,0,1,0,0
29ma,interview,train,A2,"29ma-(895780, 896630)",895890.0,896530.0,0,0,0,1,0,0,0,0,0,0
29ma,interview,train,A1,"29ma-(895780, 896630)",895896.0,896372.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,bau,"29ma-(895780, 896630)",895896.0,896372.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,mas,"29ma-(895780, 896630)",895896.0,896372.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,sad,"29ma-(895780, 896630)",895896.0,896372.0,0,1,0,0,0,0,1,0,0,1
29ma,interview,train,A3,"29ma-(899660, 900700)",899660.0,900700.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,bau,"29ma-(899660, 900700)",899660.0,900700.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,mas,"29ma-(899660, 900700)",899660.0,900700.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,A2,"29ma-(899660, 900700)",899850.0,900480.0,0,1,0,0,0,0,0,0,0,0
29ma,interview,train,sad,"29ma-(899660, 900700)",899850.0,900480.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(15100, 17930)",15100.0,17930.0,0,1,0,1,0,1,0,0,0,1
29mb,interview,train,A1,"29mb-(15100, 17930)",15180.0,17890.0,0,1,0,1,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(15100, 17930)",15180.0,17890.0,0,1,0,1,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(15100, 17930)",15225.0,16945.0,0,0,0,1,1,0,1,0,0,1
29mb,interview,train,mas,"29mb-(15100, 17930)",15225.0,16945.0,0,0,0,1,1,0,1,0,0,1
29mb,interview,train,sad,"29mb-(15100, 17930)",15225.0,16945.0,0,0,0,1,1,0,1,0,0,1
29mb,interview,train,A2,"29mb-(15100, 17930)",17380.0,17850.0,0,1,0,0,0,0,1,0,0,1
29mb,interview,train,A2,"29mb-(21880, 22430)",21880.0,22300.0,0,0,1,0,0,0,0,0,0,0
29mb,interview,train,sad,"29mb-(21880, 22430)",21880.0,22300.0,0,0,1,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(21880, 22430)",21910.0,22430.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(21880, 22430)",21910.0,22430.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,mas,"29mb-(21880, 22430)",21910.0,22430.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(24750, 27410)",24750.0,25450.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(24750, 27410)",24760.0,25670.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(24750, 27410)",25470.0,26620.0,0,1,0,0,0,0,1,0,0,1
29mb,interview,train,A1,"29mb-(24750, 27410)",25610.0,27090.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(24750, 27410)",25610.0,27090.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,mas,"29mb-(24750, 27410)",25610.0,27090.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,sad,"29mb-(24750, 27410)",25610.0,27090.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(24750, 27410)",25710.0,27410.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(24750, 27410)",26980.0,27310.0,0,0,0,1,0,0,1,0,0,1
29mb,interview,train,A2,"29mb-(28930, 29210)",28930.0,29210.0,0,0,0,0,1,0,1,0,0,1
29mb,interview,train,A1,"29mb-(28930, 29210)",28960.0,29140.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(28930, 29210)",28960.0,29140.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,mas,"29mb-(28930, 29210)",28960.0,29140.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,sad,"29mb-(28930, 29210)",28960.0,29140.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(31510, 32630)",31510.0,32630.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,mas,"29mb-(31510, 32630)",31510.0,32630.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,sad,"29mb-(31510, 32630)",31510.0,32630.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,A2,"29mb-(31510, 32630)",31650.0,32310.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A1,"29mb-(31510, 32630)",31680.0,32340.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(31510, 32630)",31680.0,32340.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(34350, 34590)",34350.0,34590.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,mas,"29mb-(34350, 34590)",34350.0,34590.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,sad,"29mb-(34350, 34590)",34350.0,34590.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A1,"29mb-(34350, 34590)",34420.0,34570.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(34350, 34590)",34420.0,34570.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(34350, 34590)",34450.0,34590.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(38100, 39620)",38100.0,39460.0,1,0,0,1,0,0,1,0,0,1
29mb,interview,train,A3,"29mb-(38100, 39620)",38100.0,39620.0,1,0,0,1,0,0,0,0,0,1
29mb,interview,train,A1,"29mb-(38100, 39620)",38240.0,39420.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,bau,"29mb-(38100, 39620)",38240.0,39420.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,mas,"29mb-(38100, 39620)",38240.0,39420.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,sad,"29mb-(38100, 39620)",38240.0,39420.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,A3,"29mb-(42020, 43200)",42020.0,43200.0,0,1,0,1,0,0,1,0,0,1
29mb,interview,train,A1,"29mb-(42020, 43200)",42130.0,43030.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(42020, 43200)",42130.0,43030.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(42020, 43200)",42360.0,43160.0,0,0,1,0,0,0,0,0,0,0
29mb,interview,train,mas,"29mb-(42020, 43200)",42360.0,43160.0,0,0,1,0,0,0,0,0,0,0
29mb,interview,train,sad,"29mb-(42020, 43200)",42360.0,43160.0,0,0,1,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(43980, 45570)",43980.0,45570.0,0,0,0,0,1,0,1,0,0,0
29mb,interview,train,bau,"29mb-(43980, 45570)",43980.0,45570.0,0,0,0,0,1,0,1,0,0,0
29mb,interview,train,mas,"29mb-(43980, 45570)",43980.0,45570.0,0,0,0,0,1,0,1,0,0,0
29mb,interview,train,sad,"29mb-(43980, 45570)",43980.0,45570.0,0,0,0,0,1,0,1,0,0,0
29mb,interview,train,A2,"29mb-(45580, 46330)",45580.0,46070.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A1,"29mb-(45580, 46330)",45660.0,46040.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(45580, 46330)",45660.0,46040.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(45580, 46330)",45750.0,46330.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,mas,"29mb-(45580, 46330)",45750.0,46330.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,sad,"29mb-(45580, 46330)",45750.0,46330.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,A2,"29mb-(47410, 47900)",47410.0,47820.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,sad,"29mb-(47410, 47900)",47410.0,47820.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(47410, 47900)",47540.0,47900.0,1,0,0,0,0,0,1,0,0,0
29mb,interview,train,bau,"29mb-(47410, 47900)",47540.0,47900.0,1,0,0,0,0,0,1,0,0,0
29mb,interview,train,mas,"29mb-(47410, 47900)",47540.0,47900.0,1,0,0,0,0,0,1,0,0,0
29mb,interview,train,A3,"29mb-(52710, 53150)",52710.0,53150.0,0,0,0,0,1,0,1,0,0,0
29mb,interview,train,A2,"29mb-(52710, 53150)",52840.0,53120.0,0,0,0,0,1,0,1,0,0,1
29mb,interview,train,A1,"29mb-(52710, 53150)",52890.0,53050.0,0,0,0,0,1,0,1,0,0,1
29mb,interview,train,bau,"29mb-(52710, 53150)",52890.0,53050.0,0,0,0,0,1,0,1,0,0,1
29mb,interview,train,mas,"29mb-(52710, 53150)",52890.0,53050.0,0,0,0,0,1,0,1,0,0,1
29mb,interview,train,sad,"29mb-(52710, 53150)",52890.0,53050.0,0,0,0,0,1,0,1,0,0,1
29mb,interview,train,A3,"29mb-(53540, 53970)",53540.0,53970.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,bau,"29mb-(53540, 53970)",53540.0,53970.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,mas,"29mb-(53540, 53970)",53540.0,53970.0,0,1,0,0,0,0,0,0,0,0
29mb,interview,train,A2,"29mb-(53540, 53970)",53630.0,53820.0,0,0,0,0,1,0,0,0,0,0
29mb,interview,train,sad,"29mb-(53540, 53970)",53630.0,53820.0,0,0,0,0,1,0,0,0,0,0
29mb,interview,train,A2,"29mb-(59190, 60020)",59190.0,59850.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,sad,"29mb-(59190, 60020)",59190.0,59850.0,1,0,0,0,0,0,0,0,0,0
29mb,interview,train,A3,"29mb-(59190, 60020)",59250.0,60020.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,bau,"29mb-(59190, 60020)",59250.0,60020.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,mas,"29mb-(59190, 60020)",59250.0,60020.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,A2,"29mb-(60040, 61350)",60040.0,61290.0,1,0,0,1,0,0,1,0,0,1
29mb,interview,train,mas,"29mb-(60040, 61350)",60040.0,61290.0,1,0,0,1,0,0,1,0,0,1
29mb,interview,train,sad,"29mb-(60040, 61350)",60040.0,61290.0,1,0,0,1,0,0,1,0,0,1
29mb,interview,train,A3,"29mb-(60040, 61350)",60330.0,61350.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,A1,"29mb-(60040, 61350)",60420.0,61250.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,bau,"29mb-(60040, 61350)",60420.0,61250.0,1,0,0,0,0,0,1,0,0,1
29mb,interview,train,A2,"29mb-(61460, 62680)",61460.0,62610.0,1,0,0,0,0,0,1,0,0,1
