media_file,annotator,start,end,label
509,INV,185650,192059,mhm yeah alright &-uh next question is if you didn't stutter what  might be different in your life ?
509,INV,192059,192139,sure .
509,INV,222000,232300,&-uh last question is what else &-uh would you want to say to  students or the general public to help them learn about stuttering  or ways to support people who stutter ?
509,INV,282137,284000,yeah wow thank you for sharing .
44m,PAR,199,399,please talk about the impact of stuttering on your daily life .
44m,PAR,199,399,but I'm pretty sure that's normal .
44m,PAR,399,8086,you can talk about your interactions with family and friends .
44m,PAR,8086,9786,school and or work .
44m,PAR,9786,12752,and your participation xxx community activities .
44m,PAR,12752,12952,so I guess first off the thing about stuttering in my daily life .
44m,PAR,12952,18956,is I'm a very mild stutterer .
44m,PAR,18956,20876,so I don't really it doesn't really impact me too much .
44m,PAR,20876,23327,especially one thing about family and friends .
44m,PAR,23327,23527,I think that's usually an environment where I feel safe .
44m,PAR,23527,23727,and if it does occur it just occurs .
44m,PAR,23727,31581,I haven't really found a pattern about xxx .
44m,PAR,31581,36116,with school and work that's a little bit different where I just  completed my m@l b@l a@l .
44m,PAR,36116,40703,and one of the focuses of the program was to have a_lot_of  presentations .
44m,PAR,40703,44969,there's one two formal ones per class .
44m,PAR,44969,49120,and that was usually between twenty to forty five minutes long .
44m,PAR,49120,49320,so_that there was that .
44m,PAR,49320,49520,and so_that would be kind of +//.
44m,PAR,49520,49720,at the same time kind of scary frightening .
44m,PAR,49720,58093,but also the same time it was kind of exhilarating .
44m,PAR,58093,61287,because I don't like public speaking that much .
44m,PAR,61287,63496,but there was a xxx .
44m,PAR,63496,66115,so_that was kind of fun to do where you do it you feel great .
44m,PAR,66115,66315,I had an hour [/] hour let's say hour .
44m,PAR,66315,73735,a long presentation about Nascar .
44m,PAR,73735,75119,not a Nascar fan .
44m,PAR,75119,75319,learned a lot about it .
44m,PAR,75319,75519,it was kind of fun to xxx .
44m,PAR,75519,82652,just like okay be that kind of subject matter expert .
44m,PAR,82652,84622,so_that was kind of fun .
44m,PAR,84622,90025,but another thing that was very helpful with the program was also  very team based .
44m,PAR,90025,94511,my friends my team we were together for twenty seven months .
44m,PAR,94511,94711,that was kind of xxx there .
44m,PAR,94711,94911,so kind of +//.
44m,PAR,94911,95111,I was always speaking with groups .
44m,PAR,95111,101798,so_that seemed to help reduce some anxiety .
44m,PAR,101798,101998,the audience was the hard part .
44m,PAR,101998,105016,the my teammates was not .
44m,PAR,105016,111052,for work I don't think it's really impacted my life too much for  work .
44m,PAR,111052,111252,at this point and time in my career I'm just in office doing  paperwork .
44m,PAR,111252,116486,just kind of bureaucratic stuff .
44m,PAR,116486,116686,and so I interact primarily +//.
44m,PAR,116686,116886,I interact with vendors .
44m,PAR,116886,117086,I interact with internal departmental clients .
44m,PAR,117086,127777,xxx clients around my company .
44m,PAR,127777,127977,so it's kind of like I have that .
44m,PAR,127977,128177,so I guess I do interact with a_lot_of people .
44m,PAR,128177,138149,but I've been in the same place for over maybe twenty years .
44m,PAR,138149,138349,so it's kind of I know a_lot_of people .
44m,PAR,138349,142351,so it's kind of like there's not much stress there .
44m,PAR,142351,142551,there is some stuff with vendors .
44m,PAR,142551,149554,but I typically deal with the same ones again and again for  intercorporation@c stuff .
44m,PAR,149554,149754,like xxx i@l b@l m@l .
44m,PAR,149754,149954,it's just kind of +//.
44m,PAR,149954,154353,you get to know them .
44m,PAR,154353,154553,and some better than others .
44m,PAR,154553,157157,some of them I talk to weekly .
44m,PAR,157157,157357,some I talk to quarterly .
44m,PAR,157357,157557,so it's just kind of not really there .
44m,PAR,157557,161910,so it's not too bad .
44m,PAR,161910,166429,one thing I did do was for five years I did work at a call center .
44m,PAR,166429,175750,and so_that was xxx I can't really think my stuttering really  impacted me there .
44m,PAR,175750,175950,I do remember +//.
44m,PAR,175950,180786,it has been about ten years ago .
44m,PAR,180786,184954,and I was would have trouble in the morning .
44m,PAR,184954,187820,where I would say good morning .
44m,PAR,187820,188020,something like that some type of salutation .
44m,PAR,188020,188220,and the g@l would stop .
44m,PAR,188220,188420,and I feel like I don't know what it is .
44m,PAR,188420,188620,but I'm guessing some sort of a block .
44m,PAR,188620,196510,but it just good morning wouldn't come out .
44m,PAR,196510,196710,and it's just kind of +//.
44m,PAR,196710,205264,the people on the other line were probably thinking I'm doing  something like xxx to come in .
44m,PAR,205264,205464,but they really never knew .
44m,PAR,205464,205664,sometimes I would just hafta pause .
44m,PAR,205664,205864,and go that xxx .
44m,PAR,205864,206064,that's kind of weird .
44m,PAR,206064,213799,I can say good morning sometimes other times I can't do it .
44m,PAR,213799,215633,I don't know .
44m,PAR,215633,220103,participation in community activities ?
44m,PAR,220103,224320,don't really participate in that many community activities .
44m,PAR,224320,228718,honestly I'm kind of a shyer person .
44m,PAR,228718,233991,I can be extroverted can be introverted .
44m,PAR,233991,236643,kind of I don't really believe in Myers_Briggs xxx that much .
44m,PAR,236643,236843,but according to that I'm kind of half and half .
44m,PAR,236843,237043,so it's kind of dependent on my mood .
44m,PAR,237043,237243,I guess in the areas I do [/] do community activities .
44m,PAR,237243,247981,for a while at church at mass I was doing the first reading which  is the Old_Testament .
44m,PAR,247981,248181,and I kind of just did it just to get out there .
44m,PAR,248181,252083,and to kind of just do stuff .
44m,PAR,252083,252283,and really would have I don't think affected that much .
44m,PAR,252283,252483,xxx people xxx stutterer .
44m,PAR,252483,252683,but I always would have trouble with the Old_Testament names .
44m,PAR,252683,252883,the Hebrew names .
44m,PAR,252883,253083,(be)cause just reading them cold .
44m,PAR,253083,269026,and not really hearing them .
44m,PAR,269026,269226,I don't know the proper pronunciations so sometimes xxx okay .
44m,PAR,269226,275295,and it would probably just be slaughtered .
44m,PAR,275295,275495,I'm trying to think of +//.
44m,PAR,275495,275695,I've done Toastmasters .
44m,PAR,275695,275895,that was once again like I just try and throw myself out to a  environment where I hafta do public speaking .
44m,PAR,275895,276095,and it's gotten to the point where I know the Toastmasters club  very well so it's not really frightening anymore .
44m,PAR,276095,294704,it's just kind of like okay xxx go talk .
44m,PAR,294704,294904,and I guess when I get excited and start talking more it can kind  of make it come out more stuttered .
44m,PAR,294904,295104,I really haven't been keeping track so I really don't know .
44m,PAR,295104,311112,in my mind I stutter a fair amount .
44m,PAR,311112,311312,xxx impact my life that much .
44m,PAR,311312,315380,it's just kind of it's there .
44m,PAR,315380,315580,question number two .
44m,PAR,315580,321067,what do you think causes stuttering ?
44m,PAR,321067,321267,nice segue .
44m,PAR,321267,328004,I guess on a high level I would say in my personal estimation .
44m,PAR,328004,330487,I think there is a genetic component .
44m,PAR,330487,336353,that would allow people to have a higher propensity for stuttering  .
44m,PAR,336353,336553,but I'm also curious if there is a correlation between traumatic  brain injuries xxx concussions whatever you wanna call it .
44m,PAR,336553,336753,some kind of smacking the brain around .
44m,PAR,336753,353882,that will kind of activate that propensity or actually cause it .
44m,PAR,353882,354082,I don't know .
44m,PAR,354082,354282,I'm just that the reason why I have this kind of thinking is where  I work we have a groundskeeper .
44m,PAR,354282,354482,he's I know him pretty well .
44m,PAR,354482,354682,I said okay .
44m,PAR,354682,372189,xxx kind of bonded because_of the stuttering .
44m,PAR,372189,376243,he is a very heavy stutterer .
44m,PAR,376243,376443,he has had a lot +//.
44m,PAR,376443,380795,it impacts pretty much every sentence .
44m,PAR,380795,380995,or probably every second syllable or so .
44m,PAR,380995,383663,it's really [/] really bad .
44m,PAR,383663,383863,but he was a xxx in Vietnam .
44m,PAR,383863,384063,and knowing a fair amount about military history in Vietnam .
44m,PAR,384063,393334,I'm pretty sure he went through a_lot_of concussions .
44m,PAR,393334,393534,okay actually kind of go back to another thing .
44m,PAR,393534,393734,there were a_lot_of traumatic events .
44m,PAR,393734,404253,people died that were close to him .
44m,PAR,404253,404453,just kind of xxx .
44m,PAR,404453,404653,so I honestly think .
44m,PAR,404653,404853,before I get too xxx .
44m,PAR,404853,405053,that stuttering can also have a some type of +//.
44m,PAR,405053,405253,propensity genetic propensity then you have the anxiety emotional  outcome portion .
44m,PAR,405253,428283,and I think this because I didn't stutter until second grade first  grade .
44m,PAR,428283,429484,second or first grade .
44m,PAR,429484,440786,and there was my teacher who would keep me standing up class until  I could pronounce the words correctly or say something correctly .
44m,PAR,440786,444624,and I know before first grade I was going to speech therapy .
44m,PAR,444624,444824,and I don't know what it was .
44m,PAR,444824,444904,xxx .
44m,PAR,444904,452929,but the big day of success was when I could say mellow yellow .
44m,PAR,452929,453129,not sure what I was mispronouncing .
44m,PAR,453129,453329,but she would keep me +//.
44m,PAR,453329,453529,this teacher in first grade .
44m,PAR,453529,453609,crap .
44m,PAR,453609,453809,I think first grade .
44m,PAR,453809,464785,xxx .
44m,PAR,464785,464985,but it was like the teacher would keep me standing until I was in  tears and that would with that I started stuttering xxx .
44m,PAR,464985,465185,because I would just be forced xxx .
44m,PAR,465185,465385,and I'm assuming it was I don't know .
44m,PAR,465385,481092,I just know that my mother doesn't swear .
44m,PAR,481092,481292,and this is the one person I've heard her call a bitch .
44m,PAR,481292,488079,so I think with stuttering on the high level there's a genetic  component .
44m,PAR,488079,488279,right there's a gene .
44m,PAR,488279,494899,genetic component where people have the propensity for it .
44m,PAR,494899,501805,but I think there could be also brain injuries and also emotional  xxx .
44m,PAR,501805,502005,I think that's it .
44m,PAR,502005,502085,okay .
44m,PAR,502085,506521,question three .
44m,PAR,506521,506721,oh actually question two .
44m,PAR,506721,506921,oh one thing xxx more stuff .
44m,PAR,506921,507121,I'm a cat person .
44m,PAR,507121,507321,I have cats .
44m,PAR,507321,514789,I have a cat there .
44m,PAR,514789,514989,keeps me happy .
44m,PAR,514989,523163,when I'm at home I don't think I have any stuttering when I'm  dealing with cats .
44m,PAR,523163,525731,same thing with young children .
44m,PAR,525731,525811,singing ?
44m,PAR,525811,526011,I don't sing very well .
44m,PAR,526011,526211,so I won't say that one .
44m,PAR,526211,532385,I can carry a tune in a bucket .
44m,PAR,532385,532585,I'm very curious why with small children +//.
44m,PAR,532585,532785,usually three to five I'm really good with .
44m,PAR,532785,532985,<small ones> [/] small ones I don't really xxx .
44m,PAR,532985,533185,they scare the hell out_of me .
44m,PAR,533185,533265,xxx .
44m,PAR,533265,545690,I have no idea how to hold them .
44m,PAR,545690,545890,but small children and animals .
44m,PAR,545890,550757,I don't know xxx for the anxiety level .
44m,PAR,550757,550957,or if I have different tone .
44m,PAR,550957,551157,so I don't xxx .
44m,PAR,551157,551357,I'm not sure what xxx .
44m,PAR,551357,560148,if there is a cause .
44m,PAR,560148,560348,but so yeah .
44m,PAR,560348,564165,I think that's it for question two .
44m,PAR,564165,564365,question three .
44m,PAR,564365,573054,if you have received treatment for your stuttering tell me about  your therapy experiences and the outcome of your therapies .
44m,PAR,573054,573254,so as I said before I was in speech therapy in first grade .
44m,PAR,573254,573454,so I guess I started stuttering in second grade .
44m,PAR,573454,573654,and that was mellow yellow .
44m,PAR,573654,573854,oh crap was it kindergarten .
44m,PAR,573854,574054,okay early on .
44m,PAR,574054,574134,xxx .
44m,PAR,574134,588895,don't know what it is .
44m,PAR,588895,593263,and fourth through seventh grade I was in speech therapy .
44m,PAR,593263,593463,through elementary school and first year of junior high .
44m,PAR,593463,601985,and I remember we played Simon_Says .
44m,PAR,601985,602185,and that's about it .
44m,PAR,602185,602385,I remember getting into a debate with a teacher +//.
44m,PAR,602385,602585,I guess the therapist .
44m,PAR,602585,612622,about how pneumonia started with was spelled with an n@l not a p@l  and I was like I didn't know p@l was a word .
44m,PAR,612622,612822,so that's kind of like oh wow .
44m,PAR,612822,613022,xxx harder .
44m,PAR,613022,613222,oh also Thames .
44m,PAR,613222,613422,the xxx River was Thames .
44m,PAR,613422,613622,xxx had fun xxx that stuff .
44m,PAR,613622,613822,but actually therapy outcomes ?
44m,PAR,613822,625245,not really .
44m,PAR,625245,625250,no .
44m,PAR,625250,630030,I guess what I do know is what didn't happen .
44m,PAR,630030,630230,and this is more of the going back to question two .
44m,PAR,630230,630430,and the emotional impact .
44m,PAR,630430,642319,is fourth through fifth through sixth I was in elementary school  and I think that was a lot better controlled from the teachers .
44m,PAR,642319,644470,xxx I had xxx .
44m,PAR,644470,649272,but going to junior high I hadta do speech therapy during lunch  time .
44m,PAR,649272,649472,and I can't remember the exact thing but I remember that I went a  couple times .
44m,PAR,649472,649552,xxx .
44m,PAR,649552,649752,maybe once or twice .
44m,PAR,649752,657260,then I stopped going .
44m,PAR,657260,657460,and I think I was +//.
44m,PAR,657460,668430,I'm not sure if there was people making fun of me for going to  speech therapy at lunch time .
44m,PAR,668430,671499,asking like why are you going to that office the counselor's office  during lunch ?
44m,PAR,671499,673965,or it was just self conscious and I didn't wanna go .
44m,PAR,673965,675900,so I stopped going .
44m,PAR,675900,676100,in seventh grade .
44m,PAR,676100,676300,and xxx what happened I have no idea .
44m,PAR,676300,690454,that was before Desert_Storm so_that was long [/] long ago .
44m,PAR,690454,690534,so yeah .
44m,PAR,690534,690614,so +...
44m,PAR,690614,690694,yeah .
44m,PAR,690694,690894,so question four .
44m,PAR,690894,701047,please describe what successful communication means to you .
44m,PAR,701047,704230,can you give an example of a positive communicative experience ?
44m,PAR,704230,704430,what I believe successful communication is something that's very  hard to do .
44m,PAR,704430,704630,and it's because it's not dependent on one person .
44m,PAR,704630,723823,it's not just dependent on me .
44m,PAR,723823,727857,it's dependent on the speaker and the listener .
44m,PAR,727857,732092,and if you're both parties hafta do an act of communication .
44m,PAR,732092,732292,you need both people to listen .
44m,PAR,732292,732492,and listen to what people are saying .
44m,PAR,732492,738380,not what you're thinking they're saying .
44m,PAR,738380,743148,and in_order_to be successful you hafta be patient .
44m,PAR,743148,743348,and I think with this even though I stutter .
44m,PAR,743348,743548,it can come out kind of sloppy .
44m,PAR,743548,752670,compared to other people .
44m,PAR,752670,752870,xxx is fully intended .
44m,PAR,752870,753070,and even though that's there .
44m,PAR,753070,753270,if people are being a patient active listener they'll see the noise  come in .
44m,PAR,753270,767724,xxx .
44m,PAR,767724,767924,noise of +//.
44m,PAR,767924,768124,can't think of the analogy .
44m,PAR,768124,778683,there is the message and yet the kind of noise of the message  making things kind of complicated harder to understand .
44m,PAR,778683,783670,but if you're actually listening they'll be able to get the message  out from the noise .
44m,PAR,783670,785318,xxx what's going on .
44m,PAR,785318,785518,I think sometimes there's people .
44m,PAR,785518,792455,<one who thinks> [/] one who thinks right then .
44m,PAR,792455,796621,and just don't really care about the full aspect of what's going on  .
44m,PAR,796621,796821,so it's kind of like I think they already know the answer .
44m,PAR,796821,797021,ask the question .
44m,PAR,797021,797221,you start talking .
44m,PAR,797221,806662,and it's kind of you hear what you wanna hear .
44m,PAR,806662,806862,so I try not to do that .
44m,PAR,806862,807062,I probably still do that .
44m,PAR,807062,807262,but I guess I know in talking to family members .
44m,PAR,807262,807462,primarily my mother .
44m,PAR,807462,822319,xxx what I try and say and what she hears are two different things  .
44m,PAR,822319,832088,can I give a positive example of a communicative example ?
44m,PAR,832088,832168,xxx .
44m,PAR,832168,841744,can you give an example of a positive communicative experience ?
44m,PAR,841744,856985,I think my going through my m@l b@l a@l program and just kind of  having a presentation for every class .
44m,PAR,856985,857185,and like where you hafta get the students and just do that .
44m,PAR,857185,862486,<that was> [/] that was kind of fun .
44m,PAR,862486,862686,just was +//.
44m,PAR,862686,867189,if anything the program gave me more confidence that I can do stuff  .
44m,PAR,867189,867269,xxx .
44m,PAR,867269,874261,I kind of find it fun where xxx where everytime I practice I kind  of get a little better .
44m,PAR,874261,874461,but I still have +//.
44m,PAR,874461,874661,no matter how hard I practice .
44m,PAR,874661,878562,I would never have the same presentation every time .
44m,PAR,878562,889700,so I learned if I wanna do it I hafta have a very good knowledge  grasp of the you know of the subject matter .
44m,PAR,889700,889900,hafta be just know it by heart .
44m,PAR,889900,890100,and sometimes it's kind of hard .
44m,PAR,890100,890300,sometimes it's easier .
44m,PAR,890300,895087,if I like it .
44m,PAR,895087,895287,xxx kind of harder .
44m,PAR,895287,895487,some stuff is kind of confusing .
44m,PAR,895487,902090,xxx gotta really learn this stuff .
44m,PAR,902090,912896,I'm pretty sure everyone hates speaking .
44m,PAR,912896,913096,or I guess not everyone .
44m,PAR,913096,913296,xxx natural distribution of people .
44m,PAR,913296,920766,xxx hate xxx probably be in the middle somewhere .
44m,PAR,920766,920966,there's anxiety but it's just kind of +...
44m,PAR,920966,921166,I'm trying to think .
44m,PAR,921166,929971,I did do a best man speech for my best friend .
44m,PAR,929971,930171,it was like that was kind of scary but xxx everyone was drunk .
44m,PAR,930171,930371,and it was such an accepting audience that I could stutter every  three words and no one would care .
44m,PAR,930371,930571,I was just there as a best man .
44m,PAR,930571,950029,I was xxx friend's wedding .
44m,PAR,950029,954213,so it's not like I was the center of attention .
44m,PAR,954213,964837,so it's just kind of like I'm just there to be a little bit of  icing on the wedding cake for a metaphor .
44m,PAR,964837,965037,yeah so I think that's a positive .
44m,PAR,965037,965237,question five .
44m,PAR,965237,975890,if you didn't stutter what might be different in your life ?
44m,PAR,975890,979843,since my stutter is so mild .
44m,PAR,979843,983962,I don't think there is much there would be much different .
44m,PAR,983962,995070,<I think> [/] I think a xxx officially my stuttering is around  three percent .
44m,PAR,995070,995270,so it's just at the threshold of stuttering .
44m,PAR,995270,995470,so it's kind of not much different than the average person .
44m,PAR,995470,995670,and I don't think there'd be much different .
44m,PAR,995670,995750,oh crap !
44m,PAR,995750,995950,I forgot something .
44m,PAR,995950,1010222,going back to question three .
44m,PAR,1010222,1010422,I forgot to mention my parents .
44m,PAR,1010422,1010622,and my parents never asked me why I stopped going .
44m,PAR,1010622,1010822,they didn't acknowledge it xxx .
44m,PAR,1010822,1011022,and so I just know for the outcomes of the therapy I never learned  the confidence .
44m,PAR,1011022,1029885,or I had confidence I didn't have support .
44m,PAR,1029885,1030085,and so pretty much I think the term is covert stutterer .
44m,PAR,1030085,1036354,where you just kind of shut up and run silent run deep .
44m,PAR,1036354,1036554,so I think that happened .
44m,PAR,1036554,1041305,so it took me a while to get out_of my shell .
44m,PAR,1041305,1051460,and Iearn about who I am and how I can speak without being ashamed  of it .
44m,PAR,1051460,1051660,ashamed is not really a good word .
44m,PAR,1051660,1051860,I also feel like +//.
44m,PAR,1051860,1052060,that I guess the analogy is I xxx tell a story .
44m,PAR,1052060,1052140,xxx .
44m,PAR,1052140,1052340,there was a global trip and we went to Greece .
44m,PAR,1052340,1052540,but a couple of us from the class went to England beforehand .
44m,PAR,1052540,1073904,or rather London .
44m,PAR,1073904,1074104,and I kept on telling people like we were crossing streets  (be)cause different directions xxx big city .
44m,PAR,1074104,1074304,never be the lost zebra .
44m,PAR,1074304,1081924,never be the lost zebra .
44m,PAR,1081924,1082124,and I think I got that going back in my mind .
44m,PAR,1082124,1082324,where you haven't heard a zebra and the xxx .
44m,PAR,1082324,1082524,so xxx you can't really pick one out because they look the same .
44m,PAR,1082524,1082724,so maybe there's no problem with xxx .
44m,PAR,1082724,1082924,but you can have +//.
44m,PAR,1082924,1083124,once you have a difference xxx .
44m,PAR,1083124,1083324,and I remember being in like kindergarten ?
44m,PAR,1083324,1083524,it's been so long ago .
44m,PAR,1083524,1083724,I just remember someone from my school you stutter .
44m,PAR,1083724,1083804,oh nice .
44m,PAR,1083804,1121195,you're a bully .
44m,PAR,1121195,1121395,good for you .
44m,PAR,1121395,1121595,xxx your home life .
44m,PAR,1121595,1121795,so I remember that with me going to there I would be different and  so when I spoke I would be a stutterer and I'd be an outsider and  predators can always pick you up .
44m,PAR,1121795,1144055,and I remember in seventh grade we were reading a diary of  Anne_Frank in my class .
44m,PAR,1144055,1144135,and +//.
44m,PAR,1144135,1144215,English .
44m,PAR,1144215,1144415,and I remember I went to one thing where I wanna say xxx .
44m,PAR,1144415,1144495,xxx .
44m,PAR,1144495,1153093,but I always liked the German language .
44m,PAR,1153093,1153293,and it's just kind of +//.
44m,PAR,1153293,1153493,that's the one thing I would say .
44m,PAR,1153493,1153693,like I xxx .
44m,PAR,1153693,1161529,and xxx they didn't force me to until I was in high school .
44m,PAR,1161529,1161729,and I respect that .
44m,PAR,1161729,1161929,but it's just kind of having a thing where +//.
44m,PAR,1161929,1162129,it might have been eighth grade .
44m,PAR,1162129,1162329,xxx so long I can't remember .
44m,PAR,1162329,1175254,but it's just kind of never getting the support from my parents .
44m,PAR,1175254,1175454,confidence to do things where I could potentially make an ass of  myself .
44m,PAR,1175454,1183291,and not realize if I did make an ass of myself I would be protected  from xxx .
44m,PAR,1183291,1183491,or just people making snide comments .
44m,PAR,1183491,1183691,sorry about that .
44m,PAR,1183691,1190024,xxx .
44m,PAR,1190024,1190224,so question five .
44m,PAR,1190224,1190424,if you didn't stutter what might be different in your life .
44m,PAR,1190424,1190624,I guess I might have been more confident in different things in my  life .
44m,PAR,1190624,1190824,I kind of thought +//.
44m,PAR,1190824,1191024,I never was in the military .
44m,PAR,1191024,1210105,kind of wanted to be since I was a kid .
44m,PAR,1210105,1210305,and I was kind of curious xxx in the military if one had a stutter  .
44m,PAR,1210305,1210505,and I never really explored that xxx .
44m,PAR,1210505,1210705,like I mentioned in three a@l .
44m,PAR,1210705,1210905,I didn't have much confidence .
44m,PAR,1210905,1222490,so I was kind of there so .
44m,PAR,1222490,1222690,but that might be good because it would have probably been in the  early two thousands .
44m,PAR,1222690,1236115,so it might have been a completely different world now if I was in  the military in <two thousand> [/] two thousand one .
44m,PAR,1236115,1236315,maybe it's good I didn't do that .
44m,PAR,1236315,1239967,so .
44m,PAR,1239967,1240167,xxx my life .
44m,PAR,1240167,1240367,I don't think that much different .
44m,PAR,1240367,1240567,so question six .
44m,PAR,1240567,1254186,what else would you wanna say to students or the general public to  help them learn about stuttering or ways to support people who  stutter .
44m,PAR,1254186,1288287,okay first of all to students one thing is when interacting with  people who stutter yes you have the issue of treating I guess the  stutter the fluency I'm not sure the correct term but do not forget  the emotional content [/] content compact I forget the friggin@c  word .
44m,PAR,1288287,1290657,emotional impact of stuttering .
44m,PAR,1290657,1293354,emotional component of stuttering .
44m,PAR,1293354,1293554,emotional component .
44m,PAR,1293554,1293754,and how that is you have the communication xxx .
44m,PAR,1293754,1306765,I would say that's as important as the actual speaking .
44m,PAR,1306765,1306965,xxx helps for that .
44m,PAR,1306965,1312602,and sometimes maybe just talk see how they're feeling .
44m,PAR,1312602,1312802,my parents never really +//.
44m,PAR,1312802,1313002,I never saw them .
44m,PAR,1313002,1313202,they xxx once .
44m,PAR,1313202,1313402,so it was never really demonstrative .
44m,PAR,1313402,1326959,but it was also a childhood that was very isolated .
44m,PAR,1326959,1327159,because no one was asking how I was feeling .
44m,PAR,1327159,1327359,so go from that and just get them to respect their desire to +//.
44m,PAR,1327359,1345433,speak but also to just understand that they have emotion about it  and sometimes they're not ready for xxx .
44m,PAR,1345433,1353436,I'm forty one so it's kind of like it's taken me a while to come to  grips with the emotional xxx stuff .
44m,PAR,1353436,1353636,but we all have it .
44m,PAR,1353636,1353836,when you have the lack of the ability to communicate the way you  wanna communicate that's very frustrating .
44m,PAR,1353836,1354036,and for someone who doesn't have it you really can't understand .
44m,PAR,1354036,1368243,it's just kind of something you don't have control about .
44m,PAR,1368243,1368443,so it's just kind of it's I guess I've had shame about it .
44m,PAR,1368443,1368643,had anger .
44m,PAR,1368643,1368723,xxx .
44m,PAR,1368723,1368923,it's never pride or anything like that .
44m,PAR,1368923,1379916,it's just like something there .
44m,PAR,1379916,1380116,no happiness .
44m,PAR,1380116,1380316,but xxx at this point in time it's kind of neutral .
44m,PAR,1380316,1380516,it's how I am .
44m,PAR,1380516,1380716,if you don't like it well go to hell .
44m,PAR,1380716,1389838,I don't care .
44m,PAR,1389838,1392205,that's your problem .
44m,PAR,1392205,1392405,for the general public supporting people who stutter ?
44m,PAR,1392405,1410097,xxx just we're all different .
44m,PAR,1410097,1410297,people talk different .
44m,PAR,1410297,1412199,don't make fun of them .
44m,PAR,1412199,1413199,just don't be a dick .
44m,PAR,1413199,1415018,it's like just kind of be a good person .
44m,PAR,1415018,1415218,xxx something that you would +//.
44m,PAR,1415218,1415418,if your mother stuttered .
44m,PAR,1415418,1415618,grandmother stuttered .
44m,PAR,1415618,1424437,would you wanna make fun of them ?
44m,PAR,1424437,1424637,like just be respectful .
44m,PAR,1424637,1428987,and be patient .
44m,PAR,1428987,1429067,listen .
44m,PAR,1429067,1429267,trying to think .
44m,PAR,1429267,1439128,anything else ?
44m,PAR,1439128,1439328,I guess the one thing with stuttering is this doesn't bother me  that much but +//.
44m,PAR,1439328,1439528,because it doesn't really happen that often .
44m,PAR,1439528,1455485,because I don't really stutter that badly .
44m,PAR,1455485,1460338,I think don't finish the word for the person .
44m,PAR,1460338,1463854,that's kind of I guess rude .
44m,PAR,1463854,1471360,I guess one thing is just if you wanna look at a good role model  for stuttering .
44m,PAR,1471360,1471560,I like South_Park .
44m,PAR,1471560,1477680,I love the character Jimmy .
44m,PAR,1477680,1477880,I think his jokes are horrible .
44m,PAR,1477880,1478080,but he's a very good character that a good example of stuttering .
44m,PAR,1478080,1478280,that the boys don't make fun of his stuttering .
44m,PAR,1478280,1493937,they make fun of him for his jokes are stupid .
44m,PAR,1493937,1494137,they're lame .
44m,PAR,1494137,1494337,but he's a normal child .
44m,PAR,1494337,1494537,and he just does all the stuff with them .
44m,PAR,1494537,1494737,he's a superhero with them .
44m,PAR,1494737,1502988,he's xxx with them .
44m,PAR,1502988,1503188,the he just is a normal kid .
44m,PAR,1503188,1510678,it just kind of some kids run faster some kids run slower .
44m,PAR,1510678,1510683,so .
44m,PAR,1510683,1510883,well I think that's all the questions .
44m,PAR,1510883,1515914,hope you have a great day !
27ma,PAR,11567,17531,the impact is pretty huge &-um .
27ma,PAR,17531,42856,if you ask my friends or family or just people I hang out with they  may not think so because you_know I'm participating I'm talking I'm  social I'm making jokes &-um so it all seems pretty okay but it's  still only a fraction of what I would give or present if I didn't  stutter .
27ma,PAR,42856,43056,&-um and because stuttering is so variable which is personally my  biggest &-uh source of frustration with it .
27ma,PAR,43056,43256,it's frustrating because sometimes you meet someone and you_know  you're able to show a_lot_of yourself and it's great and other times  you're meeting someone you're interested in and you_know you can't  show anything .
27ma,PAR,43256,79562,you can't show your personality you're blocked up .
27ma,PAR,79562,79762,so &-um I'll be honest I &-uh forgot the question but something  about impact <of &-uh> [//] on life .
27ma,PAR,79762,110212,there's a big impact <and it is> [//] and <it's hard to see if you  don't understand &-um> [//] it's hard to see if you don't understand  the underlying or core learning of stuttering .
27ma,PAR,110212,115793,which extends far beyond just having trouble getting your words out  .
27ma,PAR,119736,128526,&-um well I don't think we know &-um I think there's definitely a  genetic component to it .
27ma,PAR,128526,137151,as far as I understand there's a miscommunication in the brain &-um  .
27ma,PAR,137151,163872,I think the main culprit is Broca's area and &-um there's another  one <which deals with &-um> [//] that deals with speech timing in  terms of the &-uh mechanical &-um formation of it but xxx they  interact it's mainly Broca's area .
27ma,PAR,163872,174383,&-um and on top of that &-uh environmental factors I think play a  huge role but it's hard to know how much .
27ma,PAR,174383,186291,just seeing as how speech is such an individual thing you clearly  hafta take a large sample size to be able to even attempt to reach  any kind of conclusion so .
27ma,PAR,186291,216440,&-um the analogy I've heard that I like as far as &-um you_know how  likely are you to stutter or what not is genetics loads the gun but  environment pulls the trigger .
27ma,PAR,216440,216640,so maybe you &-uh have <a strong> [//] a stronger genetic  predisposition but growing up you grew up you_know very independent  and had a_lot_of positive reinforcement .
27ma,PAR,216640,245532,&-um it may not be such a big deal for you whereas you_know you  would have had a lower genetic predisposition .
27ma,PAR,245532,253068,for it and just a really tough environment and &-uh it triggered  much stronger in you .
27ma,PAR,253068,253268,&-uh sure I'll try to keep this one short .
27ma,PAR,261240,272170,&-um yeah I've had therapy pretty much all my life I probably saw  like around five therapists &-um .
27ma,PAR,272170,285540,by the time I was twenty or something and &-uh yeah all of those  therapies revolved around some form of fluency shaping in one way or  another .
